Order ID,Customer_ID,Order_Date,Region,Segment,Order_Total,Order_Profit,Line_Items
ORD-2027895,CUST-00254,2025-03-27,West,Consumer,2915.2200000000003,795.58,2
ORD-2027896,CUST-00180,2024-11-09,Central,Consumer,12.13,2.1,1
ORD-2027897,CUST-00188,2024-07-06,West,Consumer,1416.8899999999999,209.49,2
ORD-2027898,CUST-00180,2025-11-08,Central,Consumer,3159.09,1021.69,1
ORD-2027899,CUST-00508,2024-10-02,East,Consumer,471.16,82.55,1
ORD-2027900,CUST-00141,2025-01-01,South,Home Office,123.18,26.16,1
ORD-2027901,CUST-00298,2024-01-19,West,Corporate,294.88,111.77,1
ORD-2027902,CUST-00563,2025-11-03,West,Consumer,1439.82,305.35,1
ORD-2027903,CUST-00426,2025-07-25,East,Consumer,1504.04,228.62,1
ORD-2027904,CUST-00493,2025-05-07,South,Consumer,2227.53,-911.84,1
ORD-2027905,CUST-00207,2024-05-26,South,Home Office,513.9,161.23,1
ORD-2027906,CUST-00753,2024-02-01,East,Consumer,317.34000000000003,115.32,2
ORD-2027907,CUST-00343,2024-05-01,Central,Home Office,5316.9800000000005,1811.68,3
ORD-2027908,CUST-00234,2024-03-11,South,Consumer,800.33,247.36,1
ORD-2027909,CUST-00723,2023-07-16,South,Corporate,1778.0,572.34,1
ORD-2027910,CUST-00535,2023-11-29,Central,Corporate,3073.14,781.85,1
ORD-2027911,CUST-00504,2024-02-03,South,Consumer,11030.96,3706.6,1
ORD-2027912,CUST-00711,2023-07-29,Central,Consumer,12486.8,1958.5100000000002,2
ORD-2027913,CUST-00051,2024-11-28,South,Consumer,1671.16,290.31,1
ORD-2027914,CUST-00677,2023-04-09,Central,Consumer,4194.83,727.98,1
ORD-2027915,CUST-00554,2024-12-19,West,Consumer,931.84,233.76,1
ORD-2027916,CUST-00294,2024-10-15,West,Consumer,1188.02,205.37,1
ORD-2027917,CUST-00211,2025-08-18,West,Corporate,5774.120000000001,424.72,2
ORD-2027918,CUST-00083,2025-09-25,East,Corporate,7257.22,462.02,1
ORD-2027919,CUST-00759,2024-04-26,East,Consumer,10202.119999999999,4025.67,2
ORD-2027920,CUST-00115,2025-07-18,Central,Consumer,484.14,167.42,1
ORD-2027921,CUST-00213,2024-02-25,South,Home Office,3295.0,334.635,1
ORD-2027922,CUST-00566,2025-07-06,East,Consumer,1032.08,25.26,1
ORD-2027923,CUST-00580,2025-07-16,East,Consumer,2335.59,853.09,1
ORD-2027924,CUST-00135,2025-02-13,South,Consumer,2081.31,646.1,1
ORD-2027925,CUST-00656,2024-09-03,Central,Corporate,1302.62,450.86,1
ORD-2027926,CUST-00423,2024-10-21,South,Consumer,4444.28,845.48,2
ORD-2027927,CUST-00685,2023-10-12,East,Home Office,313.74,58.62,2
ORD-2027928,CUST-00068,2024-08-23,West,Home Office,1096.28,331.88,1
ORD-2027929,CUST-00040,2024-02-16,Central,Corporate,14847.3,3270.3,1
ORD-2027930,CUST-00523,2025-05-15,East,Corporate,36.25,2.51,1
ORD-2027931,CUST-00127,2024-03-22,East,Home Office,4251.17,1265.05,1
ORD-2027932,CUST-00435,2025-03-26,West,Corporate,1666.48,374.6,1
ORD-2027933,CUST-00010,2024-06-17,East,Home Office,3134.64,202.94,1
ORD-2027934,CUST-00633,2024-03-18,West,Consumer,3496.17,1145.72,2
ORD-2027935,CUST-00719,2024-05-07,East,Consumer,13498.4,2482.84,1
ORD-2027936,CUST-00678,2025-06-09,East,Consumer,200.58,39.02,1
ORD-2027937,CUST-00770,2024-04-20,West,Consumer,560.16,221.92,1
ORD-2027938,CUST-00722,2023-10-08,South,Consumer,4251.17,1709.74,1
ORD-2027939,CUST-00367,2025-03-05,West,Consumer,527.05,79.26,1
ORD-2027940,CUST-00327,2024-09-09,East,Consumer,1065.87,422.49,1
ORD-2027941,CUST-00718,2025-04-30,West,Corporate,947.44,45.66,1
ORD-2027942,CUST-00747,2023-12-22,Central,Corporate,101.45,20.32,1
ORD-2027943,CUST-00783,2023-09-16,East,Consumer,1573.8600000000001,653.47,2
ORD-2027944,CUST-00622,2025-03-11,West,Corporate,1062.65,62.75,2
ORD-2027945,CUST-00167,2024-02-12,West,Corporate,331.17,118.32,1
ORD-2027946,CUST-00762,2025-05-02,Central,Corporate,2925.66,-417.72,1
ORD-2027947,CUST-00763,2025-09-18,South,Corporate,4044.35,1107.58,2
ORD-2027948,CUST-00545,2024-06-21,South,Consumer,6744.64,-682.4,2
ORD-2027949,CUST-00691,2025-05-06,South,Consumer,6775.65,2585.2,2
ORD-2027950,CUST-00464,2025-07-27,West,Corporate,1374.05,-11.390000000000004,3
ORD-2027951,CUST-00761,2024-11-27,East,Consumer,1077.05,177.41,2
ORD-2027952,CUST-00074,2025-09-27,East,Consumer,4243.79,1658.0500000000002,2
ORD-2027953,CUST-00694,2025-06-06,South,Consumer,2429.71,-231.04,1
ORD-2027954,CUST-00049,2024-08-18,Central,Consumer,813.47,330.33,1
ORD-2027955,CUST-00276,2025-08-28,West,Consumer,941.37,83.19,2
ORD-2027956,CUST-00108,2023-11-16,Central,Corporate,21.2,6.22,1
ORD-2027957,CUST-00400,2023-09-22,West,Corporate,1317.96,-151.63,1
ORD-2027958,CUST-00190,2024-09-10,West,Consumer,1200.5,215.09,1
ORD-2027959,CUST-00766,2025-06-30,South,Home Office,1772.35,715.85,1
ORD-2027960,CUST-00462,2025-01-25,East,Corporate,322.76,78.98,1
ORD-2027961,CUST-00718,2025-11-12,West,Corporate,3857.79,422.13,2
ORD-2027962,CUST-00226,2024-04-29,West,Consumer,1427.1,572.13,2
ORD-2027963,CUST-00026,2025-07-23,Central,Corporate,3890.02,853.77,2
ORD-2027964,CUST-00626,2024-10-20,East,Consumer,4001.6800000000003,681.49,2
ORD-2027965,CUST-00574,2023-09-17,East,Home Office,37.23,13.03,1
ORD-2027966,CUST-00450,2025-05-16,West,Home Office,219.7,52.88,1
ORD-2027967,CUST-00656,2024-12-11,Central,Corporate,5040.73,1506.8600000000001,2
ORD-2027968,CUST-00678,2024-05-22,East,Consumer,4234.99,914.1700000000001,2
ORD-2027969,CUST-00488,2025-03-03,Central,Consumer,9169.46,2685.77,2
ORD-2027970,CUST-00775,2024-09-16,South,Consumer,744.22,150.9,2
ORD-2027971,CUST-00590,2024-05-17,South,Corporate,2871.9,823.43,1
ORD-2027972,CUST-00554,2025-06-29,West,Consumer,2055.56,734.38,2
ORD-2027973,CUST-00297,2025-03-15,South,Corporate,443.08,139.5,1
ORD-2027974,CUST-00001,2024-09-09,East,Consumer,4464.299999999999,1779.96,2
ORD-2027975,CUST-00200,2024-03-06,South,Corporate,3370.35,616.82,1
ORD-2027976,CUST-00621,2024-11-20,West,Home Office,3974.14,584.41,3
ORD-2027977,CUST-00580,2023-07-15,East,Consumer,5616.8,2160.09,1
ORD-2027978,CUST-00271,2025-04-26,West,Consumer,132.5,56.59,1
ORD-2027979,CUST-00509,2024-01-20,West,Consumer,2223.15,710.06,1
ORD-2027980,CUST-00162,2023-08-25,Central,Consumer,2276.4,397.8,1
ORD-2027981,CUST-00215,2024-08-19,Central,Consumer,328.08,53.67,1
ORD-2027982,CUST-00764,2024-03-10,South,Consumer,2022.21,769.1,1
ORD-2027983,CUST-00343,2025-02-14,Central,Home Office,231.0,99.01,1
ORD-2027984,CUST-00202,2025-05-21,South,Corporate,9866.52,3526.97,1
ORD-2027985,CUST-00405,2025-04-12,West,Consumer,7488.6,2922.55,1
ORD-2027986,CUST-00318,2024-05-11,Central,Consumer,3243.88,-1043.09,1
ORD-2027987,CUST-00599,2024-06-28,Central,Home Office,221.16,-123.62,1
ORD-2027988,CUST-00772,2025-05-14,South,Corporate,271.74,107.42,1
ORD-2027989,CUST-00490,2023-11-08,Central,Corporate,1612.03,311.04999999999995,2
ORD-2027990,CUST-00490,2023-12-15,Central,Corporate,3190.23,1020.61,1
ORD-2027991,CUST-00300,2025-04-24,East,Consumer,145.24,49.16,1
ORD-2027992,CUST-00467,2024-12-28,East,Home Office,9866.52,4396.2,1
ORD-2027993,CUST-00262,2025-02-23,East,Home Office,1579.34,358.53999999999996,2
ORD-2027994,CUST-00001,2025-08-24,East,Consumer,3176.21,1116.8799999999999,2
ORD-2027995,CUST-00695,2024-11-19,East,Corporate,171.84,11.51,1
ORD-2027996,CUST-00357,2024-08-31,East,Consumer,959.88,349.33,1
ORD-2027997,CUST-00410,2024-08-21,East,Home Office,1653.01,315.87,2
ORD-2027998,CUST-00068,2024-11-13,West,Home Office,1621.84,679.68,1
ORD-2027999,CUST-00676,2025-01-15,Central,Consumer,156.42,28.53,1
ORD-2028000,CUST-00142,2025-05-21,East,Corporate,17491.54,3381.6,2
ORD-2028001,CUST-00338,2025-05-08,West,Consumer,1645.4,245.85,3
ORD-2028002,CUST-00678,2025-05-09,East,Consumer,22096.73,2830.4400000000005,3
ORD-2028003,CUST-00381,2024-11-13,East,Consumer,9171.21,-644.26,3
ORD-2028004,CUST-00753,2024-02-18,East,Consumer,7708.98,3267.04,1
ORD-2028005,CUST-00177,2024-05-30,Central,Home Office,1904.54,231.54,1
ORD-2028006,CUST-00583,2025-02-08,East,Corporate,9583.529999999999,3991.31,2
ORD-2028007,CUST-00788,2024-08-27,Central,Home Office,145.01,53.87,1
ORD-2028008,CUST-00453,2024-03-25,West,Home Office,1977.0,447.66,1
ORD-2028009,CUST-00567,2025-11-17,East,Home Office,9400.56,3397.57,2
ORD-2028010,CUST-00324,2024-05-19,South,Home Office,160.96,52.71,1
ORD-2028011,CUST-00612,2025-01-07,West,Corporate,921.94,-64.5,1
ORD-2028012,CUST-00728,2025-05-12,East,Corporate,130.06,35.68,1
ORD-2028013,CUST-00574,2025-06-07,East,Home Office,1268.86,284.84,1
ORD-2028014,CUST-00756,2024-04-24,West,Consumer,5791.25,-577.45,1
ORD-2028015,CUST-00488,2025-09-17,Central,Consumer,1184.45,96.22,1
ORD-2028016,CUST-00480,2024-07-08,East,Corporate,1459.46,356.42,2
ORD-2028017,CUST-00253,2025-05-14,East,Corporate,1961.34,601.47,1
ORD-2028018,CUST-00579,2024-12-18,South,Consumer,126.0,32.7,1
ORD-2028019,CUST-00707,2025-06-20,East,Consumer,5515.48,2442.46,1
ORD-2028020,CUST-00529,2025-06-23,South,Corporate,2223.15,777.9,1
ORD-2028021,CUST-00192,2024-09-27,Central,Consumer,212.9,12.82,1
ORD-2028022,CUST-00449,2024-07-12,Central,Consumer,1019.55,278.11,2
ORD-2028023,CUST-00617,2024-04-11,East,Corporate,9652.09,4244.07,1
ORD-2028024,CUST-00757,2025-08-19,Central,Consumer,3605.9700000000003,692.74,2
ORD-2028025,CUST-00133,2024-02-01,East,Consumer,12149.94,4285.16,2
ORD-2028026,CUST-00104,2024-12-01,East,Consumer,363.1,56.24,1
ORD-2028027,CUST-00342,2025-09-20,West,Consumer,6762.490000000001,2005.44,3
ORD-2028028,CUST-00104,2024-06-03,East,Consumer,256.95,-47.42,1
ORD-2028029,CUST-00789,2025-04-27,Central,Consumer,1119.42,346.58,2
ORD-2028030,CUST-00352,2025-01-31,East,Consumer,106.01,21.34,1
ORD-2028031,CUST-00440,2025-07-28,West,Consumer,40.58,11.31,1
ORD-2028032,CUST-00187,2024-05-22,East,Consumer,1252.67,303.69,2
ORD-2028033,CUST-00374,2025-04-28,West,Corporate,824.53,169.38,1
ORD-2028034,CUST-00791,2025-03-16,East,Consumer,106.98,12.08,1
ORD-2028035,CUST-00407,2025-06-06,West,Corporate,1835.97,470.33000000000004,2
ORD-2028036,CUST-00005,2024-10-30,West,Home Office,383.95,56.74,1
ORD-2028037,CUST-00201,2025-10-14,West,Consumer,19.82,0.84,1
ORD-2028038,CUST-00789,2024-04-01,Central,Consumer,3690.78,1271.49,1
ORD-2028039,CUST-00794,2024-09-03,South,Home Office,4136.61,1555.79,1
ORD-2028040,CUST-00178,2024-12-31,East,Corporate,1291.77,-116.65,1
ORD-2028041,CUST-00504,2025-02-14,South,Consumer,17.45,2.21,1
ORD-2028042,CUST-00063,2025-08-08,West,Home Office,3079.59,977.8,1
ORD-2028043,CUST-00480,2024-04-10,East,Corporate,14.84,5.12,1
ORD-2028044,CUST-00104,2024-06-13,East,Consumer,217.60000000000002,72.74,2
ORD-2028045,CUST-00660,2024-08-06,West,Corporate,8988.35,3411.45,3
ORD-2028046,CUST-00758,2023-12-13,West,Consumer,6419.16,1663.46,2
ORD-2028047,CUST-00144,2024-12-15,West,Home Office,1193.57,100.47,1
ORD-2028048,CUST-00387,2025-03-23,East,Corporate,10184.5,3411.51,1
ORD-2028049,CUST-00080,2024-07-02,Central,Consumer,1021.35,256.46,2
ORD-2028050,CUST-00276,2025-08-06,West,Consumer,695.28,176.32999999999998,2
ORD-2028051,CUST-00056,2023-11-02,East,Consumer,9002.939999999999,3031.66,2
ORD-2028052,CUST-00215,2024-12-01,Central,Consumer,2353.61,705.48,1
ORD-2028053,CUST-00794,2025-09-25,South,Home Office,5465.79,845.7,1
ORD-2028054,CUST-00042,2025-07-23,South,Consumer,1435.95,457.27,1
ORD-2028055,CUST-00693,2023-12-21,South,Consumer,2240.64,604.66,1
ORD-2028056,CUST-00064,2025-05-22,South,Consumer,5790.87,2395.53,3
ORD-2028057,CUST-00436,2024-04-10,East,Corporate,12932.080000000002,2796.79,2
ORD-2028058,CUST-00377,2024-08-14,Central,Corporate,1308.48,445.13,2
ORD-2028059,CUST-00753,2025-03-04,East,Consumer,2016.58,229.28,1
ORD-2028060,CUST-00165,2024-06-14,West,Corporate,6577.68,1786.75,1
ORD-2028061,CUST-00148,2024-02-04,East,Consumer,9407.51,2960.8,1
ORD-2028062,CUST-00611,2025-04-30,South,Corporate,14783.23,4470.91,1
ORD-2028063,CUST-00595,2024-12-31,West,Home Office,13492.56,2891.3,3
ORD-2028064,CUST-00572,2025-09-09,West,Consumer,9934.96,1924.93,1
ORD-2028065,CUST-00026,2024-06-28,Central,Corporate,6487.75,1180.39,1
ORD-2028066,CUST-00213,2024-06-13,South,Home Office,5071.86,1794.85,2
ORD-2028067,CUST-00678,2024-10-18,East,Consumer,4921.04,2206.76,1
ORD-2028068,CUST-00495,2023-09-10,West,Corporate,358.95,85.5,1
ORD-2028069,CUST-00496,2023-11-16,West,Home Office,42.0,13.98,1
ORD-2028070,CUST-00243,2025-05-30,East,Consumer,44.34,19.27,1
ORD-2028071,CUST-00213,2025-12-11,South,Home Office,247.68,59.38,1
ORD-2028072,CUST-00762,2025-02-05,Central,Corporate,32.19,-1.47,1
ORD-2028073,CUST-00596,2025-07-09,South,Consumer,1167.13,333.72,1
ORD-2028074,CUST-00104,2024-02-02,East,Consumer,1297.55,381.84,1
ORD-2028075,CUST-00757,2025-08-03,Central,Consumer,6209.35,1217.82,1
ORD-2028076,CUST-00483,2023-12-20,West,Home Office,8520.33,1973.36,3
ORD-2028077,CUST-00273,2024-03-26,East,Home Office,106.42,10.6,1
ORD-2028078,CUST-00326,2025-05-13,East,Consumer,1826.0700000000002,577.86,2
ORD-2028079,CUST-00595,2024-08-19,West,Home Office,12230.82,1032.54,1
ORD-2028080,CUST-00309,2025-01-20,West,Consumer,1985.03,138.54,1
ORD-2028081,CUST-00480,2023-10-28,East,Corporate,3052.28,599.06,2
ORD-2028082,CUST-00580,2024-11-18,East,Consumer,11763.619999999999,763.3900000000001,2
ORD-2028083,CUST-00163,2025-03-23,West,Corporate,2969.46,780.12,1
ORD-2028084,CUST-00761,2025-02-08,East,Consumer,2101.59,352.63,2
ORD-2028085,CUST-00291,2023-10-25,South,Consumer,5190.2,1279.89,1
ORD-2028086,CUST-00348,2025-07-09,South,Consumer,172.0,-64.12,1
ORD-2028087,CUST-00571,2025-03-03,South,Consumer,2711.2599999999998,-281.74,2
ORD-2028088,CUST-00502,2025-03-28,Central,Consumer,837.55,349.1,1
ORD-2028089,CUST-00364,2025-06-26,South,Consumer,5154.92,-732.99,2
ORD-2028090,CUST-00531,2025-02-06,Central,Consumer,1647.5,704.54,1
ORD-2028091,CUST-00722,2025-02-23,South,Consumer,1027.86,95.05,1
ORD-2028092,CUST-00648,2025-02-09,Central,Corporate,184.77,81.96,1
ORD-2028093,CUST-00665,2024-11-28,Central,Consumer,3112.41,364.01,1
ORD-2028094,CUST-00212,2023-05-25,Central,Corporate,4060.3599999999997,843.52,2
ORD-2028095,CUST-00348,2024-01-30,South,Consumer,1026.53,322.12,1
ORD-2028096,CUST-00457,2025-07-24,East,Corporate,53.55,18.76,1
ORD-2028097,CUST-00042,2025-03-01,South,Consumer,38.82,10.66,1
ORD-2028098,CUST-00623,2024-12-10,East,Home Office,13451.12,3452.5699999999997,2
ORD-2028099,CUST-00265,2025-01-07,South,Consumer,2326.24,215.89,1
ORD-2028100,CUST-00232,2024-08-30,South,Corporate,366.02,74.73,2
ORD-2028101,CUST-00213,2025-03-30,South,Home Office,93.11,13.35,1
ORD-2028102,CUST-00232,2025-08-04,South,Corporate,11641.17,2918.0,2
ORD-2028103,CUST-00275,2024-06-21,West,Corporate,231.26,23.09,1
ORD-2028104,CUST-00499,2025-03-02,South,Consumer,273.46,5.01,1
ORD-2028105,CUST-00485,2024-05-13,West,Consumer,13632.07,3837.78,2
ORD-2028106,CUST-00211,2024-01-11,West,Corporate,15697.359999999999,2177.49,3
ORD-2028107,CUST-00173,2025-12-07,South,Consumer,1159.32,243.72,3
ORD-2028108,CUST-00666,2024-08-02,Central,Home Office,71.6,17.0,1
ORD-2028109,CUST-00074,2024-05-25,East,Consumer,744.39,126.36,1
ORD-2028110,CUST-00425,2024-05-25,West,Corporate,496.8,74.66,1
ORD-2028111,CUST-00431,2024-01-16,East,Corporate,532.94,156.78,1
ORD-2028112,CUST-00475,2024-10-27,Central,Corporate,171.3,53.73,1
ORD-2028113,CUST-00710,2023-11-27,West,Consumer,9680.720000000001,2161.25,2
ORD-2028114,CUST-00508,2025-05-11,East,Consumer,782.16,140.01,1
ORD-2028115,CUST-00784,2024-10-21,East,Consumer,42.27,-7.94,1
ORD-2028116,CUST-00700,2023-08-15,East,Consumer,1205.55,262.25,1
ORD-2028117,CUST-00180,2024-12-30,Central,Consumer,1336.93,-24.56,1
ORD-2028118,CUST-00200,2025-03-13,South,Corporate,8986.32,1720.53,1
ORD-2028119,CUST-00281,2024-11-04,West,Consumer,3938.9400000000005,1188.3899999999999,2
ORD-2028120,CUST-00321,2025-07-22,West,Consumer,120.84,36.7,1
ORD-2028121,CUST-00456,2024-05-28,Central,Consumer,847.44,215.01,1
ORD-2028122,CUST-00191,2023-11-26,Central,Home Office,4551.3,1860.38,2
ORD-2028123,CUST-00182,2025-10-29,East,Consumer,82.48,24.8,1
ORD-2028124,CUST-00311,2024-09-09,Central,Home Office,6928.92,1620.1999999999998,3
ORD-2028125,CUST-00548,2024-12-31,Central,Home Office,4390.2,1003.46,1
ORD-2028126,CUST-00563,2024-07-29,West,Consumer,1541.28,510.26,1
ORD-2028127,CUST-00786,2023-12-05,Central,Corporate,47.31,16.23,1
ORD-2028128,CUST-00168,2023-10-25,East,Consumer,6467.14,961.67,1
ORD-2028129,CUST-00323,2025-04-27,Central,Consumer,362.97,19.09,1
ORD-2028130,CUST-00773,2025-09-16,East,Consumer,6531.349999999999,2254.58,2
ORD-2028131,CUST-00565,2023-10-05,South,Home Office,562.59,110.73,2
ORD-2028132,CUST-00491,2025-05-06,South,Consumer,366.34,149.72,2
ORD-2028133,CUST-00443,2025-06-25,East,Consumer,5616.8,1640.91,1
ORD-2028134,CUST-00061,2024-02-27,South,Corporate,723.33,-11.71,1
ORD-2028135,CUST-00715,2025-12-03,South,Home Office,7402.8,2825.18,1
ORD-2028136,CUST-00509,2024-04-16,West,Consumer,581.05,-364.46,1
ORD-2028137,CUST-00473,2024-11-03,West,Home Office,53.49,2.88,1
ORD-2028138,CUST-00443,2025-03-15,East,Consumer,140.9,56.74,1
ORD-2028139,CUST-00322,2025-04-10,East,Consumer,4820.0,837.74,3
ORD-2028140,CUST-00211,2023-09-28,West,Corporate,1887.6599999999999,254.52,2
ORD-2028141,CUST-00616,2024-01-02,Central,Consumer,1814.12,338.48,2
ORD-2028142,CUST-00423,2024-02-21,South,Consumer,5912.38,1755.2,1
ORD-2028143,CUST-00034,2024-03-23,Central,Corporate,775.41,197.2,1
ORD-2028144,CUST-00329,2025-03-18,East,Consumer,4798.28,2038.8799999999999,2
ORD-2028145,CUST-00750,2025-02-04,East,Home Office,1553.5900000000001,-217.38,2
ORD-2028146,CUST-00307,2025-08-29,West,Corporate,14886.51,2397.2400000000002,2
ORD-2028147,CUST-00343,2025-01-21,Central,Home Office,523.94,-3.38,1
ORD-2028148,CUST-00508,2025-07-18,East,Consumer,1474.4,419.38,1
ORD-2028149,CUST-00649,2025-04-03,South,Home Office,11779.349999999999,3533.74,3
ORD-2028150,CUST-00547,2025-03-19,West,Corporate,138.0,43.68,1
ORD-2028151,CUST-00686,2023-10-27,South,Corporate,2699.68,454.3,1
ORD-2028152,CUST-00092,2023-04-09,South,Corporate,592.1,215.09,1
ORD-2028153,CUST-00745,2024-02-17,South,Consumer,5228.6,638.71,1
ORD-2028154,CUST-00723,2025-06-20,South,Corporate,7717.879999999999,1922.02,3
ORD-2028155,CUST-00430,2023-02-07,Central,Consumer,792.5,-236.08,1
ORD-2028156,CUST-00508,2025-03-30,East,Consumer,2455.13,306.11,3
ORD-2028157,CUST-00180,2025-03-08,Central,Consumer,290.02,46.93,1
ORD-2028158,CUST-00371,2024-06-03,West,Consumer,4859.42,916.02,1
ORD-2028159,CUST-00168,2023-08-04,East,Consumer,13991.9,3742.57,3
ORD-2028160,CUST-00020,2025-04-26,West,Home Office,75.6,-12.77,1
ORD-2028161,CUST-00789,2023-09-26,Central,Consumer,178.5,32.39,1
ORD-2028162,CUST-00213,2025-09-25,South,Home Office,162.58,34.22,1
ORD-2028163,CUST-00491,2025-07-23,South,Consumer,5515.48,2469.49,1
ORD-2028164,CUST-00248,2024-10-16,West,Consumer,3863.09,1087.4,3
ORD-2028165,CUST-00303,2025-05-23,East,Consumer,893.62,232.43,3
ORD-2028166,CUST-00326,2025-09-03,East,Consumer,589.11,185.82000000000002,2
ORD-2028167,CUST-00274,2025-03-12,South,Corporate,5290.74,1309.74,2
ORD-2028168,CUST-00524,2025-06-01,South,Consumer,1220.56,205.09,1
ORD-2028169,CUST-00770,2023-10-01,West,Consumer,3172.15,892.12,1
ORD-2028170,CUST-00356,2025-05-10,South,Consumer,17.45,3.97,1
ORD-2028171,CUST-00783,2024-04-02,East,Consumer,7933.639999999999,172.54,2
ORD-2028172,CUST-00547,2023-11-09,West,Corporate,400.65,137.41,2
ORD-2028173,CUST-00500,2025-05-10,West,Consumer,799.9,154.08,1
ORD-2028174,CUST-00196,2024-07-30,East,Consumer,2801.17,1033.65,1
ORD-2028175,CUST-00054,2025-04-03,West,Consumer,1181.09,215.6,1
ORD-2028176,CUST-00689,2023-12-23,West,Consumer,6445.62,2306.93,1
ORD-2028177,CUST-00475,2025-07-22,Central,Corporate,3340.3900000000003,519.49,2
ORD-2028178,CUST-00343,2024-07-04,Central,Home Office,68.52,3.03,1
ORD-2028179,CUST-00654,2025-10-02,South,Consumer,8267.71,1462.53,3
ORD-2028180,CUST-00256,2024-05-28,East,Consumer,424.04,86.08,1
ORD-2028181,CUST-00635,2024-06-14,East,Consumer,863.72,190.61,2
ORD-2028182,CUST-00270,2024-11-15,Central,Consumer,9452.36,3219.38,2
ORD-2028183,CUST-00742,2023-03-25,South,Corporate,2046.1799999999998,721.24,2
ORD-2028184,CUST-00219,2025-06-14,West,Consumer,20.53,6.91,1
ORD-2028185,CUST-00110,2025-08-29,Central,Consumer,251.88,64.3,2
ORD-2028186,CUST-00570,2024-09-17,Central,Consumer,7140.22,1342.43,2
ORD-2028187,CUST-00138,2025-05-10,East,Consumer,1759.78,283.42,1
ORD-2028188,CUST-00766,2024-04-12,South,Home Office,468.02,207.12,1
ORD-2028189,CUST-00535,2025-02-24,Central,Corporate,6445.62,967.4,1
ORD-2028190,CUST-00190,2025-10-13,West,Consumer,3595.79,717.09,1
ORD-2028191,CUST-00176,2024-04-19,West,Consumer,592.15,173.77,1
ORD-2028192,CUST-00744,2025-04-21,West,Corporate,1845.39,472.58,1
ORD-2028193,CUST-00501,2024-06-23,East,Consumer,8686.88,3159.13,1
ORD-2028194,CUST-00716,2025-10-13,South,Consumer,269.84,63.879999999999995,2
ORD-2028195,CUST-00090,2024-10-10,South,Corporate,7394.719999999999,-2161.0699999999997,2
ORD-2028196,CUST-00746,2024-12-15,West,Consumer,113.94,41.49,1
ORD-2028197,CUST-00431,2025-01-18,East,Corporate,344.0,99.71,1
ORD-2028198,CUST-00547,2025-11-30,West,Corporate,353.37,141.51,1
ORD-2028199,CUST-00305,2024-02-03,Central,Consumer,334.3,115.91,1
ORD-2028200,CUST-00051,2025-01-15,South,Consumer,112.72,48.46,1
ORD-2028201,CUST-00770,2024-05-12,West,Consumer,716.0,286.17,1
ORD-2028202,CUST-00796,2024-03-26,West,Consumer,276.0,100.01,1
ORD-2028203,CUST-00300,2025-06-20,East,Consumer,4493.16,951.88,1
ORD-2028204,CUST-00761,2024-01-28,East,Consumer,4456.47,1052.65,2
ORD-2028205,CUST-00141,2024-12-02,South,Home Office,2527.56,672.53,1
ORD-2028206,CUST-00133,2025-10-28,East,Consumer,726.21,291.74,1
ORD-2028207,CUST-00061,2023-02-25,South,Corporate,10719.96,2831.63,3
ORD-2028208,CUST-00321,2024-06-26,West,Consumer,430.74,95.28,1
ORD-2028209,CUST-00045,2025-04-08,East,Consumer,8944.4,1461.4,2
ORD-2028210,CUST-00326,2025-12-11,East,Consumer,491.28,8.869999999999997,2
ORD-2028211,CUST-00111,2024-01-28,West,Consumer,941.4,409.55,1
ORD-2028212,CUST-00599,2024-12-12,Central,Home Office,947.34,379.81,1
ORD-2028213,CUST-00672,2023-11-17,Central,Corporate,140.9,27.13,1
ORD-2028214,CUST-00563,2024-01-23,West,Consumer,6577.68,2252.65,1
ORD-2028215,CUST-00167,2025-07-20,West,Corporate,3395.82,24.3,2
ORD-2028216,CUST-00622,2025-01-03,West,Corporate,2506.74,435.07,1
ORD-2028217,CUST-00205,2025-08-07,West,Home Office,56.36,11.13,1
ORD-2028218,CUST-00619,2025-07-26,East,Consumer,5151.84,1095.52,2
ORD-2028219,CUST-00469,2023-10-12,East,Consumer,249.56,76.2,1
ORD-2028220,CUST-00301,2025-05-10,West,Consumer,2636.0,733.04,1
ORD-2028221,CUST-00068,2025-05-07,West,Home Office,950.4,250.59,2
ORD-2028222,CUST-00667,2024-12-19,Central,Consumer,1595.12,288.28,1
ORD-2028223,CUST-00758,2024-10-28,West,Consumer,235.58,96.39,1
ORD-2028224,CUST-00545,2025-09-09,South,Consumer,5208.27,1290.85,1
ORD-2028225,CUST-00773,2025-12-07,East,Consumer,146.2,36.59,1
ORD-2028226,CUST-00755,2023-11-21,Central,Consumer,1621.84,444.61,1
ORD-2028227,CUST-00161,2024-12-05,South,Consumer,1194.42,214.32,1
ORD-2028228,CUST-00599,2025-05-29,Central,Home Office,845.31,-6.55,1
ORD-2028229,CUST-00287,2023-10-11,East,Consumer,803.7,213.91,1
ORD-2028230,CUST-00406,2024-12-19,Central,Consumer,3714.52,1175.97,2
ORD-2028231,CUST-00133,2024-05-29,East,Consumer,1961.34,336.36,1
ORD-2028232,CUST-00785,2025-04-11,West,Consumer,104.28,18.52,1
ORD-2028233,CUST-00596,2024-07-06,South,Consumer,4044.42,1793.31,1
ORD-2028234,CUST-00218,2024-01-24,East,Consumer,103.46,27.53,1
ORD-2028235,CUST-00304,2025-07-20,South,Home Office,569.04,154.17,2
ORD-2028236,CUST-00351,2025-04-08,Central,Consumer,791.3900000000001,12.33,2
