EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,DistanceFromHome,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,AttritionFlag,AgeGroup,TenureBand,IncomeBand,SatisfactionIndex
10938,45,Female,Single,Human Resources,HR Business Partner,2,2,Medical,7,Travel_Frequently,8539,21,1,No,23,9,6,7,8,1,6,3,4,3,3,3,2,Yes,1,36-45,7-10 yrs,8K-12K,2.75
10446,35,Male,Married,Sales,Sales Executive,5,3,Life Sciences,17,Travel_Rarely,14741,13,2,No,13,9,9,0,7,7,5,3,2,2,3,3,4,Yes,1,26-35,7-10 yrs,12K+,3.0
10137,29,Male,Married,Sales,Sales Representative,1,4,Marketing,8,Travel_Rarely,6379,17,2,No,8,1,0,1,0,7,2,3,1,1,1,2,2,No,0,26-35,0-1 yrs,5K-8K,1.5
10012,33,Male,Single,Sales,Manager,5,2,Technical Degree,1,Travel_Rarely,14490,15,0,Yes,11,1,1,0,0,1,3,3,3,3,2,3,3,No,0,26-35,0-1 yrs,12K+,2.75
11577,36,Male,Married,Research & Development,Manager,4,1,Life Sciences,4,Travel_Rarely,12067,11,0,No,8,1,0,0,0,6,2,3,1,1,3,2,3,Yes,1,36-45,0-1 yrs,12K+,2.25
10333,23,Female,Married,Sales,Sales Representative,1,3,Life Sciences,8,Travel_Rarely,4536,16,1,Yes,3,3,0,0,0,1,6,3,3,3,4,3,3,No,0,18-25,2-3 yrs,3K-5K,3.25
10777,35,Male,Divorced,Research & Development,Healthcare Representative,1,4,Medical,1,Travel_Rarely,5001,12,0,No,13,2,2,1,0,2,6,3,3,3,4,3,3,No,0,26-35,2-3 yrs,5K-8K,3.25
10605,26,Male,Divorced,Research & Development,Healthcare Representative,1,4,Human Resources,5,Travel_Rarely,4624,14,1,No,3,0,0,0,0,9,1,3,3,3,1,2,4,Yes,1,26-35,0-1 yrs,3K-5K,2.5
10569,33,Male,Divorced,Sales,Manager,3,4,Technical Degree,10,Travel_Rarely,8862,12,2,No,14,11,8,10,9,7,5,3,3,1,1,1,2,No,0,26-35,10+ yrs,8K-12K,1.25
10937,28,Male,Single,Research & Development,Manufacturing Director,2,3,Life Sciences,18,Travel_Rarely,9938,14,1,No,6,4,1,4,4,4,6,3,2,3,1,2,4,Yes,1,26-35,4-6 yrs,8K-12K,2.5
11069,37,Female,Single,Sales,Sales Representative,3,3,Life Sciences,7,Travel_Frequently,9701,15,1,No,16,14,13,14,11,4,5,3,2,2,2,3,2,Yes,1,36-45,10+ yrs,8K-12K,2.25
10893,36,Male,Married,Research & Development,Healthcare Representative,5,5,Medical,5,Travel_Rarely,14508,11,1,No,11,9,7,0,9,6,2,4,3,2,3,3,2,Yes,1,36-45,7-10 yrs,12K+,2.5
11604,35,Female,Single,Research & Development,Manufacturing Director,2,3,Technical Degree,3,Travel_Frequently,7136,13,1,No,13,6,6,4,6,9,5,3,2,3,1,4,1,No,0,26-35,4-6 yrs,5K-8K,2.25
10055,37,Female,Married,Human Resources,HR Business Partner,1,3,Life Sciences,2,Travel_Rarely,5512,15,0,No,17,14,11,0,12,5,2,4,4,2,2,3,3,No,0,36-45,10+ yrs,5K-8K,2.5
11045,28,Male,Married,Research & Development,Research Director,2,3,Medical,3,Travel_Rarely,6973,16,1,No,5,0,0,0,0,1,3,3,4,1,4,3,1,No,0,26-35,0-1 yrs,5K-8K,2.25
10234,26,Female,Single,Sales,Sales Executive,1,4,Life Sciences,17,Non-Travel,6963,12,2,No,7,3,2,3,2,0,6,3,3,2,3,2,2,Yes,1,26-35,2-3 yrs,5K-8K,2.25
10085,21,Female,Single,Sales,Sales Representative,2,5,Technical Degree,3,Travel_Frequently,6115,15,1,No,0,0,0,0,0,7,1,3,4,1,1,3,2,No,0,18-25,0-1 yrs,5K-8K,1.75
10642,34,Female,Single,Sales,Sales Representative,1,4,Technical Degree,5,Travel_Rarely,6377,20,1,No,10,9,6,1,6,6,1,3,2,2,3,3,4,No,0,26-35,7-10 yrs,5K-8K,3.0
10416,32,Male,Single,Research & Development,Healthcare Representative,2,4,Life Sciences,4,Travel_Frequently,8506,24,2,Yes,8,6,6,3,3,0,5,3,3,3,2,3,3,No,0,26-35,4-6 yrs,8K-12K,2.75
10065,25,Male,Single,Research & Development,Healthcare Representative,2,2,Technical Degree,1,Travel_Rarely,6531,13,0,No,4,0,0,0,0,8,5,3,2,3,4,3,4,No,0,18-25,0-1 yrs,5K-8K,3.5
11362,28,Female,Married,Research & Development,Laboratory Technician,1,4,Medical,3,Travel_Rarely,5512,16,0,No,5,1,1,1,0,6,4,3,3,4,4,2,3,No,0,26-35,0-1 yrs,5K-8K,3.25
10930,47,Female,Married,Research & Development,Healthcare Representative,2,3,Other,13,Travel_Rarely,8899,13,0,Yes,26,18,15,11,18,7,5,4,3,1,3,2,4,Yes,1,46-55,10+ yrs,8K-12K,2.5
10188,29,Male,Single,Research & Development,Research Scientist,3,2,Technical Degree,8,Travel_Rarely,9674,15,1,No,6,5,3,0,3,2,5,4,2,2,1,3,1,No,0,26-35,4-6 yrs,8K-12K,1.75
10756,39,Female,Divorced,Research & Development,Healthcare Representative,2,3,Medical,1,Non-Travel,8353,15,0,No,19,15,14,5,14,8,6,4,3,1,2,3,3,No,0,36-45,10+ yrs,8K-12K,2.25
10993,32,Male,Single,Research & Development,Laboratory Technician,2,3,Life Sciences,12,Travel_Rarely,7609,12,2,Yes,9,3,1,3,3,1,1,3,3,2,2,3,1,No,0,26-35,2-3 yrs,5K-8K,2.0
10152,19,Male,Married,Sales,Manager,3,3,Medical,1,Travel_Rarely,10073,19,1,No,0,0,0,0,0,5,6,3,4,1,4,3,4,No,0,18-25,0-1 yrs,8K-12K,3.0
10832,29,Male,Married,Sales,Sales Executive,1,1,Marketing,3,Travel_Rarely,4456,13,0,No,5,5,4,3,3,5,4,3,2,2,2,1,4,Yes,1,26-35,4-6 yrs,3K-5K,2.25
11284,23,Female,Married,Research & Development,Research Scientist,2,2,Life Sciences,3,Travel_Rarely,8296,11,2,No,4,0,0,0,0,2,3,3,3,1,2,1,1,No,0,18-25,0-1 yrs,8K-12K,1.25
11131,52,Female,Divorced,Human Resources,Human Resources,3,3,Medical,2,Travel_Rarely,12418,13,0,No,33,12,9,2,11,9,1,3,4,2,2,3,1,No,0,46-55,10+ yrs,12K+,2.0
10389,38,Male,Married,Research & Development,Manufacturing Director,4,3,Technical Degree,22,Travel_Rarely,11778,17,0,No,17,17,16,2,14,4,6,3,2,4,3,3,1,No,0,36-45,10+ yrs,8K-12K,2.75
10138,60,Female,Single,Sales,Manager,3,3,Life Sciences,20,Travel_Rarely,12653,14,1,Yes,40,11,9,2,11,7,5,3,3,1,3,2,1,No,0,56-65,10+ yrs,12K+,1.75
10732,38,Male,Single,Sales,Manager,3,3,Other,1,Travel_Frequently,10869,11,0,No,17,3,1,3,2,8,2,3,3,4,4,2,3,No,0,36-45,2-3 yrs,8K-12K,3.25
10173,36,Female,Single,Research & Development,Healthcare Representative,1,5,Medical,6,Travel_Rarely,5200,20,1,No,16,6,6,5,5,9,1,3,2,4,2,3,4,No,0,36-45,4-6 yrs,5K-8K,3.25
10531,31,Male,Married,Research & Development,Manufacturing Director,1,4,Marketing,20,Travel_Rarely,3590,11,0,Yes,7,3,2,3,1,1,0,3,3,2,1,2,2,Yes,1,26-35,2-3 yrs,3K-5K,1.75
11005,26,Male,Single,Research & Development,Laboratory Technician,1,4,Medical,17,Travel_Rarely,6585,14,2,Yes,7,3,3,1,1,6,6,3,4,4,2,4,3,Yes,1,26-35,2-3 yrs,5K-8K,3.25
10766,32,Male,Divorced,Research & Development,Healthcare Representative,1,3,Marketing,1,Non-Travel,4093,21,0,No,14,9,7,0,8,9,0,4,2,1,4,4,2,No,0,26-35,7-10 yrs,3K-5K,2.75
10456,42,Female,Divorced,Research & Development,Laboratory Technician,1,3,Other,5,Travel_Rarely,6544,14,1,No,18,13,13,1,10,6,0,3,3,3,1,3,2,No,0,36-45,10+ yrs,5K-8K,2.25
10736,29,Male,Single,Sales,Sales Executive,3,1,Human Resources,25,Travel_Rarely,9278,11,0,No,5,1,0,0,0,9,4,3,4,3,3,2,1,No,0,26-35,0-1 yrs,8K-12K,2.25
11188,28,Female,Married,Research & Development,Healthcare Representative,2,3,Life Sciences,3,Travel_Rarely,7135,16,0,No,8,7,7,2,6,0,0,3,3,4,4,3,4,Yes,1,26-35,7-10 yrs,5K-8K,3.75
11265,27,Female,Married,Research & Development,Research Director,4,3,Human Resources,9,Travel_Rarely,12724,17,1,No,5,4,2,2,1,2,5,3,3,2,3,3,4,No,0,26-35,4-6 yrs,12K+,3.0
10595,21,Female,Single,Human Resources,Manager,1,3,Technical Degree,5,Travel_Rarely,4372,19,3,No,0,0,0,0,0,4,4,3,3,4,2,1,3,No,0,18-25,0-1 yrs,3K-5K,2.5
11146,58,Female,Divorced,Sales,Sales Executive,5,2,Human Resources,5,Travel_Rarely,17381,17,1,Yes,35,24,21,3,24,6,6,3,4,3,3,3,4,No,0,56-65,10+ yrs,12K+,3.25
11147,18,Female,Divorced,Sales,Sales Representative,1,3,Marketing,1,Travel_Rarely,5400,17,1,No,0,0,0,0,0,5,0,3,2,3,4,3,3,No,0,18-25,0-1 yrs,5K-8K,3.25
10375,39,Male,Divorced,Research & Development,Research Director,3,4,Human Resources,2,Non-Travel,11171,14,1,Yes,19,11,9,4,9,4,3,3,2,1,2,3,3,No,0,36-45,10+ yrs,8K-12K,2.25
11516,35,Female,Single,Research & Development,Research Director,4,2,Marketing,9,Non-Travel,13837,11,0,No,14,5,2,1,5,0,5,3,4,2,4,2,1,No,0,26-35,4-6 yrs,12K+,2.25
10901,24,Female,Married,Human Resources,Manager,1,2,Medical,1,Travel_Rarely,5000,11,1,No,6,2,0,0,2,8,5,3,4,1,4,2,4,No,0,18-25,2-3 yrs,3K-5K,2.75
10710,32,Male,Divorced,Research & Development,Manufacturing Director,2,3,Other,1,Travel_Rarely,8663,14,0,No,11,11,9,3,8,1,5,3,3,2,3,3,4,No,0,26-35,10+ yrs,8K-12K,3.0
11643,47,Male,Married,Sales,Sales Executive,2,4,Medical,6,Travel_Frequently,10331,14,2,No,28,22,20,15,19,2,1,3,3,2,4,2,1,No,0,46-55,10+ yrs,8K-12K,2.25
10161,42,Male,Single,Human Resources,HR Business Partner,3,3,Life Sciences,1,Travel_Rarely,10642,11,1,No,18,15,13,3,14,2,4,3,3,4,3,3,1,No,0,36-45,10+ yrs,8K-12K,2.75
11403,37,Female,Divorced,Research & Development,Research Scientist,1,5,Technical Degree,7,Travel_Rarely,6681,12,0,No,13,5,5,3,4,8,1,3,4,1,1,3,4,Yes,1,36-45,4-6 yrs,5K-8K,2.25
10051,18,Female,Single,Research & Development,Research Scientist,1,4,Life Sciences,1,Travel_Rarely,3631,12,3,Yes,0,0,0,0,0,0,2,3,3,4,4,4,2,No,0,18-25,0-1 yrs,3K-5K,3.5
11285,18,Female,Divorced,Human Resources,Manager,1,3,Life Sciences,15,Travel_Frequently,6367,16,1,No,0,0,0,0,0,2,2,3,1,2,3,4,4,No,0,18-25,0-1 yrs,5K-8K,3.25
11185,45,Male,Single,Human Resources,Manager,4,3,Life Sciences,16,Travel_Frequently,14901,12,1,Yes,27,6,4,1,3,0,5,3,3,1,4,3,3,No,0,36-45,4-6 yrs,12K+,2.75
10671,33,Male,Married,Research & Development,Manager,2,1,Technical Degree,11,Travel_Frequently,9153,12,1,Yes,13,10,9,6,9,5,0,4,3,3,2,2,1,No,0,26-35,7-10 yrs,8K-12K,2.0
10033,50,Female,Single,Research & Development,Manager,3,3,Human Resources,16,Travel_Rarely,11979,18,0,Yes,31,4,2,0,3,1,0,3,3,2,3,3,4,No,0,46-55,4-6 yrs,8K-12K,3.0
10770,42,Female,Married,Sales,Manager,1,3,Other,21,Travel_Rarely,5898,14,0,No,18,5,5,2,2,4,2,3,3,3,1,2,3,No,0,36-45,4-6 yrs,5K-8K,2.25
10239,35,Female,Divorced,Research & Development,Laboratory Technician,2,3,Marketing,1,Travel_Rarely,8763,13,2,No,14,7,4,4,6,0,2,3,3,3,4,1,4,No,0,26-35,7-10 yrs,8K-12K,3.0
11231,31,Male,Single,Research & Development,Research Scientist,1,2,Life Sciences,1,Travel_Rarely,7292,14,0,No,8,1,0,0,0,1,0,3,3,3,1,3,2,No,0,26-35,0-1 yrs,5K-8K,2.25
10355,43,Male,Single,Research & Development,Research Director,4,1,Medical,5,Travel_Rarely,13508,14,1,Yes,20,4,1,3,4,5,4,3,3,2,3,3,1,No,0,36-45,4-6 yrs,12K+,2.25
10165,36,Male,Married,Research & Development,Laboratory Technician,1,2,Technical Degree,5,Non-Travel,7176,11,0,No,14,0,0,0,0,0,6,3,2,3,3,3,2,Yes,1,36-45,0-1 yrs,5K-8K,2.75
10487,22,Female,Divorced,Research & Development,Research Scientist,1,3,Technical Degree,3,Travel_Rarely,5528,11,2,Yes,1,1,0,0,0,0,2,4,2,1,4,3,3,Yes,1,18-25,0-1 yrs,5K-8K,2.75
10983,23,Male,Divorced,Research & Development,Research Scientist,3,2,Medical,18,Travel_Frequently,9444,15,0,No,5,0,0,0,0,7,4,4,3,2,3,3,1,No,0,18-25,0-1 yrs,8K-12K,2.25
11119,44,Male,Married,Research & Development,Manager,3,4,Human Resources,5,Travel_Rarely,11143,12,2,No,20,18,18,7,15,5,0,3,3,2,4,2,3,Yes,1,36-45,10+ yrs,8K-12K,2.75
10128,40,Female,Single,Research & Development,Laboratory Technician,1,2,Medical,7,Travel_Rarely,7090,18,2,No,16,9,6,1,9,6,4,3,3,3,2,4,1,No,0,36-45,7-10 yrs,5K-8K,2.5
10867,41,Female,Married,Sales,Sales Representative,1,4,Life Sciences,22,Travel_Rarely,7006,17,3,No,20,5,3,4,4,1,0,3,2,3,3,2,4,No,0,36-45,4-6 yrs,5K-8K,3.0
10296,33,Female,Married,Research & Development,Healthcare Representative,1,4,Human Resources,1,Travel_Frequently,6729,13,1,No,11,3,1,3,2,5,3,3,3,4,4,3,4,No,0,26-35,2-3 yrs,5K-8K,3.75
11345,36,Male,Single,Sales,Sales Representative,1,3,Life Sciences,18,Travel_Rarely,4594,15,0,No,15,6,6,2,6,8,1,4,3,4,1,4,2,No,0,36-45,4-6 yrs,3K-5K,2.75
10475,20,Male,Divorced,Sales,Sales Representative,2,4,Human Resources,8,Travel_Frequently,7206,14,1,Yes,2,0,0,0,0,1,2,3,2,1,1,3,1,Yes,1,18-25,0-1 yrs,5K-8K,1.5
10928,40,Female,Married,Research & Development,Manager,1,3,Medical,5,Travel_Rarely,5426,14,1,No,19,16,14,11,16,1,3,3,2,4,1,3,3,No,0,36-45,10+ yrs,5K-8K,2.75
10473,31,Female,Married,Sales,Manager,1,3,Technical Degree,17,Travel_Rarely,5606,13,0,No,7,5,2,2,4,0,6,3,3,1,3,3,4,No,0,26-35,4-6 yrs,5K-8K,2.75
11485,33,Male,Married,Research & Development,Manufacturing Director,2,3,Life Sciences,15,Travel_Rarely,7683,11,1,Yes,13,13,11,0,11,2,5,3,2,4,4,3,1,No,0,26-35,10+ yrs,5K-8K,3.0
10881,42,Female,Divorced,Sales,Sales Executive,1,3,Medical,1,Non-Travel,6795,18,0,No,20,18,17,10,18,5,5,4,4,3,3,3,4,No,0,36-45,10+ yrs,5K-8K,3.25
11375,34,Female,Single,Sales,Manager,1,2,Life Sciences,6,Travel_Rarely,6235,14,0,Yes,13,4,2,0,4,3,0,3,3,4,2,4,4,No,0,26-35,4-6 yrs,5K-8K,3.5
10907,33,Female,Divorced,Research & Development,Research Scientist,1,3,Medical,12,Travel_Frequently,5914,14,0,No,15,7,4,1,6,2,6,4,1,4,4,3,3,No,0,26-35,7-10 yrs,5K-8K,3.5
10002,33,Male,Married,Research & Development,Manager,5,1,Life Sciences,3,Travel_Rarely,13981,11,0,Yes,12,5,4,5,4,0,3,3,3,3,4,3,2,No,0,26-35,4-6 yrs,12K+,3.0
10098,56,Male,Single,Research & Development,Research Director,3,4,Medical,2,Travel_Frequently,11669,19,0,No,36,7,5,0,6,8,4,3,3,2,2,1,4,Yes,1,56-65,7-10 yrs,8K-12K,2.25
10816,26,Female,Divorced,Sales,Sales Representative,3,4,Medical,2,Travel_Rarely,7502,20,2,Yes,5,1,0,1,0,6,2,3,3,3,3,3,2,No,0,26-35,0-1 yrs,5K-8K,2.75
11195,43,Male,Divorced,Research & Development,Research Scientist,4,2,Human Resources,3,Travel_Frequently,12789,15,1,No,25,9,7,1,6,6,6,3,3,3,1,3,4,No,0,36-45,7-10 yrs,12K+,2.75
10577,51,Female,Divorced,Sales,Manager,4,3,Technical Degree,2,Travel_Rarely,14792,11,0,No,33,3,0,3,2,1,1,3,2,2,1,3,1,No,0,46-55,2-3 yrs,12K+,1.75
11224,26,Male,Divorced,Sales,Manager,4,4,Life Sciences,7,Travel_Frequently,10868,11,0,No,7,2,2,1,1,7,5,3,3,1,3,3,3,No,0,26-35,2-3 yrs,8K-12K,2.5
10090,28,Male,Married,Research & Development,Laboratory Technician,2,2,Human Resources,1,Travel_Rarely,7781,13,0,No,6,3,3,3,3,6,5,3,3,4,4,3,1,No,0,26-35,2-3 yrs,5K-8K,3.0
10821,53,Male,Single,Research & Development,Healthcare Representative,3,4,Life Sciences,23,Travel_Frequently,10887,15,2,No,33,16,13,4,15,1,1,3,2,2,3,3,4,No,0,46-55,10+ yrs,8K-12K,3.0
10721,42,Female,Single,Research & Development,Manager,1,3,Life Sciences,18,Travel_Rarely,7880,21,1,No,23,8,8,4,8,6,4,3,3,3,2,4,4,No,0,36-45,7-10 yrs,5K-8K,3.25
10450,33,Male,Single,Research & Development,Research Scientist,1,3,Human Resources,19,Non-Travel,7006,20,2,No,14,11,9,11,11,3,3,3,3,1,3,3,1,No,0,26-35,10+ yrs,5K-8K,2.0
10551,42,Female,Single,Research & Development,Research Director,1,2,Other,5,Travel_Rarely,6396,11,1,No,23,23,23,9,21,5,3,4,2,2,2,3,2,No,0,36-45,10+ yrs,5K-8K,2.25
10309,42,Female,Divorced,Research & Development,Manufacturing Director,5,3,Marketing,10,Travel_Frequently,16595,19,1,No,24,21,21,3,18,7,6,3,3,1,3,4,4,No,0,36-45,10+ yrs,12K+,3.0
11018,26,Female,Divorced,Human Resources,Human Resources,2,4,Medical,7,Travel_Frequently,7309,22,1,Yes,3,1,1,1,0,5,1,3,3,3,3,3,3,No,0,26-35,0-1 yrs,5K-8K,3.0
11006,34,Female,Single,Sales,Manager,1,4,Life Sciences,8,Travel_Rarely,6911,15,0,Yes,14,2,1,1,0,6,6,3,3,3,4,1,4,Yes,1,26-35,2-3 yrs,5K-8K,3.0
10673,44,Male,Divorced,Research & Development,Healthcare Representative,2,4,Life Sciences,6,Travel_Rarely,8722,16,2,No,26,6,5,3,3,8,5,3,2,3,3,3,4,No,0,36-45,4-6 yrs,8K-12K,3.25
10179,29,Male,Single,Sales,Sales Representative,1,5,Technical Degree,2,Travel_Rarely,6118,16,1,No,8,8,7,2,8,4,5,3,2,4,1,2,2,Yes,1,26-35,7-10 yrs,5K-8K,2.25
10434,23,Male,Married,Research & Development,Research Director,3,4,Life Sciences,2,Travel_Rarely,8755,19,0,Yes,4,2,0,0,0,8,1,3,2,2,2,4,1,No,0,18-25,2-3 yrs,8K-12K,2.25
10583,45,Male,Married,Sales,Sales Executive,1,5,Medical,29,Travel_Rarely,4900,15,1,No,24,2,2,0,2,1,0,3,2,2,2,1,3,Yes,1,36-45,2-3 yrs,3K-5K,2.0
11633,36,Female,Divorced,Research & Development,Manager,3,1,Technical Degree,27,Travel_Rarely,10011,11,0,No,15,0,0,0,0,4,0,3,3,1,3,4,4,No,0,36-45,0-1 yrs,8K-12K,3.0
11411,45,Female,Single,Sales,Manager,2,4,Marketing,13,Travel_Rarely,9265,18,1,No,27,14,12,5,12,5,2,3,3,2,1,2,3,Yes,1,36-45,10+ yrs,8K-12K,2.0
11326,40,Female,Divorced,Research & Development,Manager,2,3,Life Sciences,2,Travel_Rarely,8435,16,0,No,16,0,0,0,0,9,1,3,2,3,3,2,1,Yes,1,36-45,0-1 yrs,8K-12K,2.25
10656,24,Female,Single,Sales,Sales Executive,2,3,Life Sciences,7,Travel_Frequently,7560,11,0,Yes,6,1,0,1,0,5,5,3,4,4,4,3,2,No,0,18-25,0-1 yrs,5K-8K,3.25
10449,29,Female,Single,Research & Development,Laboratory Technician,3,5,Marketing,8,Travel_Frequently,9333,18,0,No,5,0,0,0,0,3,5,3,3,4,4,3,1,No,0,26-35,0-1 yrs,8K-12K,3.0
11029,32,Female,Single,Sales,Sales Executive,2,5,Marketing,7,Non-Travel,8368,16,0,Yes,13,5,2,3,4,1,2,4,3,4,3,2,4,Yes,1,26-35,4-6 yrs,8K-12K,3.25
10568,28,Female,Married,Sales,Manager,4,4,Other,11,Travel_Rarely,11314,17,0,No,10,4,3,4,4,7,3,3,3,2,1,4,4,Yes,1,26-35,4-6 yrs,8K-12K,2.75
10620,37,Female,Single,Research & Development,Healthcare Representative,2,2,Life Sciences,1,Travel_Rarely,8400,14,0,No,19,15,12,8,13,6,4,3,3,4,4,3,4,No,0,36-45,10+ yrs,8K-12K,3.75
11609,32,Female,Married,Research & Development,Manager,2,3,Life Sciences,1,Travel_Rarely,8204,13,1,No,11,11,10,11,8,3,2,3,3,2,3,2,1,Yes,1,26-35,10+ yrs,8K-12K,2.0
10493,22,Male,Divorced,Research & Development,Research Director,2,4,Medical,10,Travel_Rarely,6487,18,1,No,1,0,0,0,0,6,3,3,3,4,2,4,4,No,0,18-25,0-1 yrs,5K-8K,3.5
10386,38,Male,Married,Sales,Sales Executive,2,3,Other,1,Travel_Rarely,7424,16,1,No,20,19,17,12,18,8,2,3,3,3,3,3,2,No,0,36-45,10+ yrs,5K-8K,2.75
10742,46,Female,Married,Research & Development,Manager,2,4,Human Resources,1,Travel_Rarely,11154,17,0,No,28,20,19,7,20,7,1,3,3,3,1,4,1,No,0,46-55,10+ yrs,8K-12K,2.25
10282,45,Male,Single,Sales,Sales Executive,3,4,Life Sciences,1,Non-Travel,10932,13,3,Yes,27,11,10,5,9,1,0,4,2,2,4,2,1,Yes,1,36-45,10+ yrs,8K-12K,2.25
11582,48,Female,Married,Human Resources,HR Business Partner,2,3,Marketing,5,Travel_Frequently,9432,17,0,No,24,7,7,6,4,2,3,3,2,3,4,3,2,No,0,46-55,7-10 yrs,8K-12K,3.0
10746,36,Female,Divorced,Research & Development,Manager,2,1,Medical,4,Travel_Frequently,8373,14,0,No,15,12,10,7,11,6,6,3,3,3,4,2,2,No,0,36-45,10+ yrs,8K-12K,2.75
11368,42,Female,Married,Research & Development,Healthcare Representative,2,4,Other,6,Travel_Rarely,8456,12,0,Yes,18,14,13,0,14,6,2,3,3,3,4,3,3,Yes,1,36-45,10+ yrs,8K-12K,3.25
10484,39,Female,Married,Sales,Sales Executive,1,4,Life Sciences,14,Travel_Rarely,6246,15,0,No,17,7,4,0,6,1,0,3,2,4,3,4,2,No,0,36-45,7-10 yrs,5K-8K,3.25
10896,41,Female,Married,Research & Development,Healthcare Representative,2,2,Technical Degree,8,Travel_Rarely,8080,12,0,No,17,12,12,10,12,4,3,3,3,4,2,3,1,No,0,36-45,10+ yrs,8K-12K,2.5
11238,27,Male,Married,Human Resources,Human Resources,3,1,Technical Degree,1,Travel_Rarely,9592,15,1,Yes,3,1,1,2,0,0,4,3,3,3,1,3,4,Yes,1,26-35,0-1 yrs,8K-12K,2.75
11317,37,Female,Married,Human Resources,Manager,3,3,Technical Degree,4,Travel_Rarely,11622,11,1,No,15,4,3,2,3,5,4,3,2,3,1,3,2,No,0,36-45,4-6 yrs,8K-12K,2.25
10283,48,Female,Single,Research & Development,Healthcare Representative,2,4,Marketing,22,Travel_Rarely,9287,15,1,No,29,23,22,4,22,1,6,3,2,2,3,2,1,No,0,46-55,10+ yrs,8K-12K,2.0
10963,28,Male,Married,Research & Development,Laboratory Technician,2,4,Technical Degree,10,Travel_Rarely,7198,14,0,Yes,7,0,0,0,0,4,4,3,1,3,3,3,2,No,0,26-35,0-1 yrs,5K-8K,2.75
10438,42,Female,Divorced,Research & Development,Laboratory Technician,1,2,Marketing,20,Travel_Rarely,6317,23,1,Yes,19,8,8,2,8,1,5,3,3,3,4,2,2,No,0,36-45,7-10 yrs,5K-8K,2.75
11212,49,Male,Married,Human Resources,Human Resources,1,2,Life Sciences,12,Travel_Frequently,8382,11,0,No,27,11,10,9,10,3,5,3,2,3,4,2,4,No,0,46-55,10+ yrs,8K-12K,3.25
10781,27,Female,Single,Research & Development,Manager,3,3,Technical Degree,6,Travel_Rarely,11301,11,1,No,7,5,3,0,5,3,0,3,1,1,2,2,1,No,0,26-35,4-6 yrs,8K-12K,1.5
10549,51,Male,Married,Research & Development,Healthcare Representative,1,4,Life Sciences,1,Travel_Rarely,5562,18,2,No,31,14,12,4,13,4,6,3,4,3,4,3,2,No,0,46-55,10+ yrs,5K-8K,3.0
10854,49,Male,Married,Sales,Manager,4,4,Other,16,Non-Travel,13259,11,1,No,31,4,4,3,4,8,0,3,3,1,2,4,2,Yes,1,46-55,4-6 yrs,12K+,2.25
11030,29,Female,Married,Research & Development,Laboratory Technician,2,4,Life Sciences,4,Travel_Rarely,8137,18,0,Yes,11,7,5,3,4,2,6,3,3,1,1,4,3,Yes,1,26-35,7-10 yrs,8K-12K,2.25
11177,27,Female,Single,Research & Development,Research Director,5,5,Life Sciences,2,Travel_Rarely,13498,11,2,No,4,2,2,2,0,4,3,3,4,3,2,4,3,No,0,26-35,2-3 yrs,12K+,3.0
11490,34,Female,Married,Research & Development,Manufacturing Director,3,3,Life Sciences,16,Travel_Rarely,9913,11,0,Yes,15,13,10,6,10,2,1,3,3,4,4,2,4,Yes,1,26-35,10+ yrs,8K-12K,3.5
10783,52,Male,Single,Human Resources,Human Resources,4,4,Life Sciences,3,Travel_Rarely,13470,11,2,No,29,10,7,9,9,4,6,3,2,1,2,3,2,Yes,1,46-55,7-10 yrs,12K+,2.0
10994,45,Male,Single,Sales,Sales Executive,1,1,Human Resources,17,Non-Travel,6107,20,0,Yes,22,17,17,0,15,3,0,3,3,3,3,3,2,No,0,36-45,10+ yrs,5K-8K,2.75
11153,41,Male,Married,Research & Development,Manufacturing Director,1,5,Marketing,9,Travel_Rarely,5216,11,0,No,22,22,22,8,21,7,6,3,2,3,4,1,1,No,0,36-45,10+ yrs,5K-8K,2.25
11536,36,Male,Divorced,Research & Development,Healthcare Representative,1,2,Marketing,9,Non-Travel,6073,15,1,No,13,8,6,5,5,8,1,3,2,3,2,3,3,No,0,36-45,7-10 yrs,5K-8K,2.75
11059,52,Female,Single,Research & Development,Laboratory Technician,3,2,Life Sciences,6,Travel_Frequently,11460,16,0,No,29,22,20,7,21,9,5,3,3,4,4,3,4,No,0,46-55,10+ yrs,8K-12K,3.75
11200,22,Male,Single,Research & Development,Manager,2,4,Life Sciences,16,Travel_Rarely,6430,17,1,No,1,0,0,0,0,2,1,3,3,2,4,2,2,No,0,18-25,0-1 yrs,5K-8K,2.5
11094,50,Male,Divorced,Research & Development,Healthcare Representative,5,3,Other,4,Travel_Rarely,16757,11,0,Yes,27,12,10,4,11,3,0,3,3,4,3,2,4,No,0,46-55,10+ yrs,12K+,3.25
